product_id,category,brand,season,size,color,original_price,markdown_percentage,current_price,purchase_date,stock_quantity,customer_rating,is_returned,return_reason,month,year,demand_level,recommended_quantity,prompt,response
FB000154,Outerwear,Zara,Winter,L,Brown,172.59,0.0,172.59,2025-08-06,1,2.1,False,No Return,8,2025,High Demand,31,"Season: Winter, Category: Outerwear, Brand: Zara, Color: Brown, Price: 172.59, Rating: 2.1, Markdown: 0.0%, Demand: High Demand","Recommend stocking 31 units of Outerwear (Zara, Brown) for Winter season. Current demand is High Demand with a customer rating of 2.1/5."
FB000155,Dresses,H&M,Summer,M,Blue,68.72,0.0,68.72,2025-08-06,28,1.7,True,Quality Issue,8,2025,Medium Demand,43,"Season: Summer, Category: Dresses, Brand: H&M, Color: Blue, Price: 68.72, Rating: 1.7, Markdown: 0.0%, Demand: Medium Demand","Recommend stocking 43 units of Dresses (H&M, Blue) for Summer season. Current demand is Medium Demand with a customer rating of 1.7/5."
FB000156,Tops,Banana Republic,Spring,XL,Blue,28.78,0.0,28.78,2024-10-03,21,3.0,False,No Return,10,2024,Medium Demand,36,"Season: Spring, Category: Tops, Brand: Banana Republic, Color: Blue, Price: 28.78, Rating: 3.0, Markdown: 0.0%, Demand: Medium Demand","Recommend stocking 36 units of Tops (Banana Republic, Blue) for Spring season. Current demand is Medium Demand with a customer rating of 3.0/5."
FB000157,Outerwear,H&M,Winter,XXL,Black,110.32,28.3,79.1,2025-08-06,49,3.3,False,No Return,8,2025,Low Demand,54,"Season: Winter, Category: Outerwear, Brand: H&M, Color: Black, Price: 79.10, Rating: 3.3, Markdown: 28.3%, Demand: Low Demand","Recommend stocking 54 units of Outerwear (H&M, Black) for Winter season. Current demand is Low Demand with a customer rating of 3.3/5."
FB000158,Shoes,Mango,Summer,XXL,Black,194.24,0.0,194.24,2025-08-06,17,1.2,True,Changed Mind,8,2025,Medium Demand,32,"Season: Summer, Category: Shoes, Brand: Mango, Color: Black, Price: 194.24, Rating: 1.2, Markdown: 0.0%, Demand: Medium Demand","Recommend stocking 32 units of Shoes (Mango, Black) for Summer season. Current demand is Medium Demand with a customer rating of 1.2/5."
FB000159,Shoes,Gap,Fall,XS,Beige,175.91,0.0,175.91,2025-08-06,4,2.8,False,No Return,8,2025,High Demand,34,"Season: Fall, Category: Shoes, Brand: Gap, Color: Beige, Price: 175.91, Rating: 2.8, Markdown: 0.0%, Demand: High Demand","Recommend stocking 34 units of Shoes (Gap, Beige) for Fall season. Current demand is High Demand with a customer rating of 2.8/5."
FB000160,Bottoms,Mango,Winter,XXL,Gray,79.34,0.0,79.34,2025-08-06,30,4.4,False,No Return,8,2025,Medium Demand,45,"Season: Winter, Category: Bottoms, Brand: Mango, Color: Gray, Price: 79.34, Rating: 4.4, Markdown: 0.0%, Demand: Medium Demand","Recommend stocking 45 units of Bottoms (Mango, Gray) for Winter season. Current demand is Medium Demand with a customer rating of 4.4/5."
FB000161,Bottoms,H&M,Summer,M,Green,111.88,0.0,111.88,2025-08-06,41,4.5,False,No Return,8,2025,Low Demand,46,"Season: Summer, Category: Bottoms, Brand: H&M, Color: Green, Price: 111.88, Rating: 4.5, Markdown: 0.0%, Demand: Low Demand","Recommend stocking 46 units of Bottoms (H&M, Green) for Summer season. Current demand is Low Demand with a customer rating of 4.5/5."
FB000162,Accessories,Gap,Spring,Unknown,Navy,42.84,40.6,25.45,2024-09-12,18,2.6,False,No Return,9,2024,Medium Demand,33,"Season: Spring, Category: Accessories, Brand: Gap, Color: Navy, Price: 25.45, Rating: 2.6, Markdown: 40.6%, Demand: Medium Demand","Recommend stocking 33 units of Accessories (Gap, Navy) for Spring season. Current demand is Medium Demand with a customer rating of 2.6/5."
FB000163,Bottoms,Gap,Spring,XXL,Navy,26.28,1.1,25.99,2025-06-20,35,5.0,False,No Return,6,2025,Low Demand,40,"Season: Spring, Category: Bottoms, Brand: Gap, Color: Navy, Price: 25.99, Rating: 5.0, Markdown: 1.1%, Demand: Low Demand","Recommend stocking 40 units of Bottoms (Gap, Navy) for Spring season. Current demand is Low Demand with a customer rating of 5.0/5."
FB000164,Accessories,H&M,Spring,Unknown,Green,23.11,0.0,23.11,2024-09-17,2,1.4,False,No Return,9,2024,High Demand,32,"Season: Spring, Category: Accessories, Brand: H&M, Color: Green, Price: 23.11, Rating: 1.4, Markdown: 0.0%, Demand: High Demand","Recommend stocking 32 units of Accessories (H&M, Green) for Spring season. Current demand is High Demand with a customer rating of 1.4/5."
FB000165,Shoes,Zara,Winter,M,White,168.36,0.0,168.36,2025-08-06,47,3.0,True,Damaged,8,2025,Low Demand,52,"Season: Winter, Category: Shoes, Brand: Zara, Color: White, Price: 168.36, Rating: 3.0, Markdown: 0.0%, Demand: Low Demand","Recommend stocking 52 units of Shoes (Zara, White) for Winter season. Current demand is Low Demand with a customer rating of 3.0/5."
FB000166,Shoes,Gap,Fall,XL,Green,99.26,0.0,99.26,2025-08-06,33,3.0,True,Quality Issue,8,2025,Low Demand,38,"Season: Fall, Category: Shoes, Brand: Gap, Color: Green, Price: 99.26, Rating: 3.0, Markdown: 0.0%, Demand: Low Demand","Recommend stocking 38 units of Shoes (Gap, Green) for Fall season. Current demand is Low Demand with a customer rating of 3.0/5."
FB000167,Accessories,Mango,Spring,Unknown,Black,53.66,0.0,53.66,2024-12-19,40,2.8,False,No Return,12,2024,Low Demand,45,"Season: Spring, Category: Accessories, Brand: Mango, Color: Black, Price: 53.66, Rating: 2.8, Markdown: 0.0%, Demand: Low Demand","Recommend stocking 45 units of Accessories (Mango, Black) for Spring season. Current demand is Low Demand with a customer rating of 2.8/5."
FB000168,Accessories,Ann Taylor,Summer,Unknown,Gray,69.71,18.0,57.16,2025-08-06,34,4.2,True,Color Mismatch,8,2025,Low Demand,39,"Season: Summer, Category: Accessories, Brand: Ann Taylor, Color: Gray, Price: 57.16, Rating: 4.2, Markdown: 18.0%, Demand: Low Demand","Recommend stocking 39 units of Accessories (Ann Taylor, Gray) for Summer season. Current demand is Low Demand with a customer rating of 4.2/5."
FB000169,Dresses,Forever21,Fall,XXL,Gray,60.3,21.4,47.4,2025-08-06,4,3.6,False,No Return,8,2025,High Demand,34,"Season: Fall, Category: Dresses, Brand: Forever21, Color: Gray, Price: 47.40, Rating: 3.6, Markdown: 21.4%, Demand: High Demand","Recommend stocking 34 units of Dresses (Forever21, Gray) for Fall season. Current demand is High Demand with a customer rating of 3.6/5."
FB000170,Shoes,Banana Republic,Winter,XXL,Red,113.58,0.0,113.58,2025-08-06,33,4.9,True,Wrong Item,8,2025,Low Demand,38,"Season: Winter, Category: Shoes, Brand: Banana Republic, Color: Red, Price: 113.58, Rating: 4.9, Markdown: 0.0%, Demand: Low Demand","Recommend stocking 38 units of Shoes (Banana Republic, Red) for Winter season. Current demand is Low Demand with a customer rating of 4.9/5."
FB000171,Bottoms,Ann Taylor,Fall,XS,Brown,54.86,1.7,53.93,2025-08-06,40,2.5,False,No Return,8,2025,Low Demand,45,"Season: Fall, Category: Bottoms, Brand: Ann Taylor, Color: Brown, Price: 53.93, Rating: 2.5, Markdown: 1.7%, Demand: Low Demand","Recommend stocking 45 units of Bottoms (Ann Taylor, Brown) for Fall season. Current demand is Low Demand with a customer rating of 2.5/5."
FB000172,Tops,Zara,Winter,XS,Red,92.25,0.0,92.25,2025-08-06,13,2.8,True,Damaged,8,2025,Medium Demand,28,"Season: Winter, Category: Tops, Brand: Zara, Color: Red, Price: 92.25, Rating: 2.8, Markdown: 0.0%, Demand: Medium Demand","Recommend stocking 28 units of Tops (Zara, Red) for Winter season. Current demand is Medium Demand with a customer rating of 2.8/5."
FB000173,Accessories,Ann Taylor,Winter,Unknown,White,54.07,0.0,54.07,2025-08-06,47,4.6,False,No Return,8,2025,Low Demand,52,"Season: Winter, Category: Accessories, Brand: Ann Taylor, Color: White, Price: 54.07, Rating: 4.6, Markdown: 0.0%, Demand: Low Demand","Recommend stocking 52 units of Accessories (Ann Taylor, White) for Winter season. Current demand is Low Demand with a customer rating of 4.6/5."
FB000174,Shoes,Banana Republic,Winter,XL,Red,104.4,0.0,104.4,2025-08-06,41,3.4,False,No Return,8,2025,Low Demand,46,"Season: Winter, Category: Shoes, Brand: Banana Republic, Color: Red, Price: 104.40, Rating: 3.4, Markdown: 0.0%, Demand: Low Demand","Recommend stocking 46 units of Shoes (Banana Republic, Red) for Winter season. Current demand is Low Demand with a customer rating of 3.4/5."
FB000175,Dresses,Ann Taylor,Spring,M,Gray,45.97,0.0,45.97,2024-08-28,37,3.2,True,Quality Issue,8,2024,Low Demand,42,"Season: Spring, Category: Dresses, Brand: Ann Taylor, Color: Gray, Price: 45.97, Rating: 3.2, Markdown: 0.0%, Demand: Low Demand","Recommend stocking 42 units of Dresses (Ann Taylor, Gray) for Spring season. Current demand is Low Demand with a customer rating of 3.2/5."
FB000176,Tops,Ann Taylor,Summer,XXL,Black,28.79,0.0,28.79,2025-08-06,4,4.4,False,No Return,8,2025,High Demand,34,"Season: Summer, Category: Tops, Brand: Ann Taylor, Color: Black, Price: 28.79, Rating: 4.4, Markdown: 0.0%, Demand: High Demand","Recommend stocking 34 units of Tops (Ann Taylor, Black) for Summer season. Current demand is High Demand with a customer rating of 4.4/5."
FB000177,Outerwear,Uniqlo,Winter,M,Gray,204.21,0.0,204.21,2025-08-06,5,3.3,False,No Return,8,2025,High Demand,35,"Season: Winter, Category: Outerwear, Brand: Uniqlo, Color: Gray, Price: 204.21, Rating: 3.3, Markdown: 0.0%, Demand: High Demand","Recommend stocking 35 units of Outerwear (Uniqlo, Gray) for Winter season. Current demand is High Demand with a customer rating of 3.3/5."
FB000178,Shoes,Mango,Fall,XXL,Pink,190.75,20.0,152.6,2025-08-06,47,3.0,False,No Return,8,2025,Low Demand,52,"Season: Fall, Category: Shoes, Brand: Mango, Color: Pink, Price: 152.60, Rating: 3.0, Markdown: 20.0%, Demand: Low Demand","Recommend stocking 52 units of Shoes (Mango, Pink) for Fall season. Current demand is Low Demand with a customer rating of 3.0/5."
FB000179,Tops,Forever21,Winter,XS,Brown,33.01,39.2,20.07,2025-08-06,16,3.7,False,No Return,8,2025,Medium Demand,31,"Season: Winter, Category: Tops, Brand: Forever21, Color: Brown, Price: 20.07, Rating: 3.7, Markdown: 39.2%, Demand: Medium Demand","Recommend stocking 31 units of Tops (Forever21, Brown) for Winter season. Current demand is Medium Demand with a customer rating of 3.7/5."
FB000180,Accessories,Banana Republic,Spring,Unknown,Blue,47.61,39.8,28.66,2024-12-03,18,1.3,False,No Return,12,2024,Medium Demand,33,"Season: Spring, Category: Accessories, Brand: Banana Republic, Color: Blue, Price: 28.66, Rating: 1.3, Markdown: 39.8%, Demand: Medium Demand","Recommend stocking 33 units of Accessories (Banana Republic, Blue) for Spring season. Current demand is Medium Demand with a customer rating of 1.3/5."
FB000181,Outerwear,H&M,Spring,XS,Red,137.16,0.0,137.16,2024-09-26,34,3.2,False,No Return,9,2024,Low Demand,39,"Season: Spring, Category: Outerwear, Brand: H&M, Color: Red, Price: 137.16, Rating: 3.2, Markdown: 0.0%, Demand: Low Demand","Recommend stocking 39 units of Outerwear (H&M, Red) for Spring season. Current demand is Low Demand with a customer rating of 3.2/5."
FB000182,Tops,Gap,Fall,M,Navy,108.49,0.0,108.49,2025-08-06,7,3.3,False,No Return,8,2025,High Demand,37,"Season: Fall, Category: Tops, Brand: Gap, Color: Navy, Price: 108.49, Rating: 3.3, Markdown: 0.0%, Demand: High Demand","Recommend stocking 37 units of Tops (Gap, Navy) for Fall season. Current demand is High Demand with a customer rating of 3.3/5."
FB000183,Tops,Banana Republic,Winter,XL,Green,106.49,0.0,106.49,2025-08-06,23,4.0,False,No Return,8,2025,Medium Demand,38,"Season: Winter, Category: Tops, Brand: Banana Republic, Color: Green, Price: 106.49, Rating: 4.0, Markdown: 0.0%, Demand: Medium Demand","Recommend stocking 38 units of Tops (Banana Republic, Green) for Winter season. Current demand is Medium Demand with a customer rating of 4.0/5."
FB000184,Tops,Mango,Winter,XXL,Pink,114.86,0.0,114.86,2025-08-06,48,1.1,False,No Return,8,2025,Low Demand,53,"Season: Winter, Category: Tops, Brand: Mango, Color: Pink, Price: 114.86, Rating: 1.1, Markdown: 0.0%, Demand: Low Demand","Recommend stocking 53 units of Tops (Mango, Pink) for Winter season. Current demand is Low Demand with a customer rating of 1.1/5."
FB000185,Dresses,Zara,Fall,L,Blue,121.68,0.0,121.68,2025-08-06,9,1.5,False,No Return,8,2025,High Demand,39,"Season: Fall, Category: Dresses, Brand: Zara, Color: Blue, Price: 121.68, Rating: 1.5, Markdown: 0.0%, Demand: High Demand","Recommend stocking 39 units of Dresses (Zara, Blue) for Fall season. Current demand is High Demand with a customer rating of 1.5/5."
FB000186,Bottoms,Zara,Summer,XXL,Black,74.08,3.9,71.19,2025-08-06,37,1.7,False,No Return,8,2025,Low Demand,42,"Season: Summer, Category: Bottoms, Brand: Zara, Color: Black, Price: 71.19, Rating: 1.7, Markdown: 3.9%, Demand: Low Demand","Recommend stocking 42 units of Bottoms (Zara, Black) for Summer season. Current demand is Low Demand with a customer rating of 1.7/5."
FB000187,Tops,Gap,Fall,M,Blue,92.37,35.9,59.21,2025-08-06,20,3.0,False,No Return,8,2025,Medium Demand,35,"Season: Fall, Category: Tops, Brand: Gap, Color: Blue, Price: 59.21, Rating: 3.0, Markdown: 35.9%, Demand: Medium Demand","Recommend stocking 35 units of Tops (Gap, Blue) for Fall season. Current demand is Medium Demand with a customer rating of 3.0/5."
FB000188,Tops,Uniqlo,Summer,XXL,Beige,34.06,0.0,34.06,2025-08-06,39,4.5,False,No Return,8,2025,Low Demand,44,"Season: Summer, Category: Tops, Brand: Uniqlo, Color: Beige, Price: 34.06, Rating: 4.5, Markdown: 0.0%, Demand: Low Demand","Recommend stocking 44 units of Tops (Uniqlo, Beige) for Summer season. Current demand is Low Demand with a customer rating of 4.5/5."
FB000189,Dresses,Zara,Summer,L,Pink,173.42,0.0,173.42,2025-08-06,47,4.2,False,No Return,8,2025,Low Demand,52,"Season: Summer, Category: Dresses, Brand: Zara, Color: Pink, Price: 173.42, Rating: 4.2, Markdown: 0.0%, Demand: Low Demand","Recommend stocking 52 units of Dresses (Zara, Pink) for Summer season. Current demand is Low Demand with a customer rating of 4.2/5."
FB000190,Bottoms,Uniqlo,Spring,XXL,Brown,66.51,0.0,66.51,2024-10-04,32,2.1,False,No Return,10,2024,Low Demand,37,"Season: Spring, Category: Bottoms, Brand: Uniqlo, Color: Brown, Price: 66.51, Rating: 2.1, Markdown: 0.0%, Demand: Low Demand","Recommend stocking 37 units of Bottoms (Uniqlo, Brown) for Spring season. Current demand is Low Demand with a customer rating of 2.1/5."
FB000191,Bottoms,Uniqlo,Fall,XXL,Blue,72.44,7.1,67.3,2025-08-06,10,1.8,False,No Return,8,2025,High Demand,40,"Season: Fall, Category: Bottoms, Brand: Uniqlo, Color: Blue, Price: 67.30, Rating: 1.8, Markdown: 7.1%, Demand: High Demand","Recommend stocking 40 units of Bottoms (Uniqlo, Blue) for Fall season. Current demand is High Demand with a customer rating of 1.8/5."
FB000192,Tops,Ann Taylor,Fall,S,Black,81.2,0.0,81.2,2025-08-06,3,1.5,False,No Return,8,2025,High Demand,33,"Season: Fall, Category: Tops, Brand: Ann Taylor, Color: Black, Price: 81.20, Rating: 1.5, Markdown: 0.0%, Demand: High Demand","Recommend stocking 33 units of Tops (Ann Taylor, Black) for Fall season. Current demand is High Demand with a customer rating of 1.5/5."
FB000193,Outerwear,Gap,Summer,XXL,Red,104.5,12.3,91.65,2025-08-06,42,3.0,False,No Return,8,2025,Low Demand,47,"Season: Summer, Category: Outerwear, Brand: Gap, Color: Red, Price: 91.65, Rating: 3.0, Markdown: 12.3%, Demand: Low Demand","Recommend stocking 47 units of Outerwear (Gap, Red) for Summer season. Current demand is Low Demand with a customer rating of 3.0/5."
FB000194,Dresses,Gap,Winter,XL,Pink,57.53,13.0,50.05,2025-08-06,12,4.1,False,No Return,8,2025,Medium Demand,27,"Season: Winter, Category: Dresses, Brand: Gap, Color: Pink, Price: 50.05, Rating: 4.1, Markdown: 13.0%, Demand: Medium Demand","Recommend stocking 27 units of Dresses (Gap, Pink) for Winter season. Current demand is Medium Demand with a customer rating of 4.1/5."
FB000195,Shoes,Banana Republic,Summer,XXL,Gray,142.58,0.0,142.58,2025-08-06,25,4.8,True,Quality Issue,8,2025,Medium Demand,40,"Season: Summer, Category: Shoes, Brand: Banana Republic, Color: Gray, Price: 142.58, Rating: 4.8, Markdown: 0.0%, Demand: Medium Demand","Recommend stocking 40 units of Shoes (Banana Republic, Gray) for Summer season. Current demand is Medium Demand with a customer rating of 4.8/5."
FB000196,Dresses,Zara,Fall,XXL,Green,162.23,29.4,114.53,2025-08-06,41,4.0,True,Quality Issue,8,2025,Low Demand,46,"Season: Fall, Category: Dresses, Brand: Zara, Color: Green, Price: 114.53, Rating: 4.0, Markdown: 29.4%, Demand: Low Demand","Recommend stocking 46 units of Dresses (Zara, Green) for Fall season. Current demand is Low Demand with a customer rating of 4.0/5."
FB000197,Bottoms,Ann Taylor,Spring,XXL,Red,32.1,51.7,15.5,2024-11-23,27,3.0,False,No Return,11,2024,Medium Demand,42,"Season: Spring, Category: Bottoms, Brand: Ann Taylor, Color: Red, Price: 15.50, Rating: 3.0, Markdown: 51.7%, Demand: Medium Demand","Recommend stocking 42 units of Bottoms (Ann Taylor, Red) for Spring season. Current demand is Medium Demand with a customer rating of 3.0/5."
FB000198,Shoes,Uniqlo,Fall,L,Black,162.41,42.7,93.06,2025-08-06,22,4.8,False,No Return,8,2025,Medium Demand,37,"Season: Fall, Category: Shoes, Brand: Uniqlo, Color: Black, Price: 93.06, Rating: 4.8, Markdown: 42.7%, Demand: Medium Demand","Recommend stocking 37 units of Shoes (Uniqlo, Black) for Fall season. Current demand is Medium Demand with a customer rating of 4.8/5."
FB000199,Tops,Banana Republic,Fall,M,Gray,77.46,57.5,32.92,2025-08-06,23,4.0,False,No Return,8,2025,Medium Demand,38,"Season: Fall, Category: Tops, Brand: Banana Republic, Color: Gray, Price: 32.92, Rating: 4.0, Markdown: 57.5%, Demand: Medium Demand","Recommend stocking 38 units of Tops (Banana Republic, Gray) for Fall season. Current demand is Medium Demand with a customer rating of 4.0/5."
FB000200,Tops,H&M,Fall,XXL,Blue,103.42,56.1,45.4,2025-08-06,4,4.7,False,No Return,8,2025,High Demand,34,"Season: Fall, Category: Tops, Brand: H&M, Color: Blue, Price: 45.40, Rating: 4.7, Markdown: 56.1%, Demand: High Demand","Recommend stocking 34 units of Tops (H&M, Blue) for Fall season. Current demand is High Demand with a customer rating of 4.7/5."
FB000201,Bottoms,Zara,Spring,XS,Green,42.91,33.3,28.62,2024-11-23,18,3.0,False,No Return,11,2024,Medium Demand,33,"Season: Spring, Category: Bottoms, Brand: Zara, Color: Green, Price: 28.62, Rating: 3.0, Markdown: 33.3%, Demand: Medium Demand","Recommend stocking 33 units of Bottoms (Zara, Green) for Spring season. Current demand is Medium Demand with a customer rating of 3.0/5."
FB000202,Shoes,Zara,Summer,XL,Green,144.92,17.0,120.28,2025-08-06,32,2.0,False,No Return,8,2025,Low Demand,37,"Season: Summer, Category: Shoes, Brand: Zara, Color: Green, Price: 120.28, Rating: 2.0, Markdown: 17.0%, Demand: Low Demand","Recommend stocking 37 units of Shoes (Zara, Green) for Summer season. Current demand is Low Demand with a customer rating of 2.0/5."
FB000203,Shoes,Banana Republic,Summer,XS,Black,93.07,23.9,70.83,2025-08-06,10,3.5,True,Changed Mind,8,2025,High Demand,40,"Season: Summer, Category: Shoes, Brand: Banana Republic, Color: Black, Price: 70.83, Rating: 3.5, Markdown: 23.9%, Demand: High Demand","Recommend stocking 40 units of Shoes (Banana Republic, Black) for Summer season. Current demand is High Demand with a customer rating of 3.5/5."
FB000204,Outerwear,H&M,Summer,S,Red,119.96,0.0,119.96,2025-08-06,20,1.1,False,No Return,8,2025,Medium Demand,35,"Season: Summer, Category: Outerwear, Brand: H&M, Color: Red, Price: 119.96, Rating: 1.1, Markdown: 0.0%, Demand: Medium Demand","Recommend stocking 35 units of Outerwear (H&M, Red) for Summer season. Current demand is Medium Demand with a customer rating of 1.1/5."
FB000205,Accessories,Forever21,Summer,Unknown,Gray,42.04,50.9,20.64,2025-08-06,43,2.3,True,Wrong Item,8,2025,Low Demand,48,"Season: Summer, Category: Accessories, Brand: Forever21, Color: Gray, Price: 20.64, Rating: 2.3, Markdown: 50.9%, Demand: Low Demand","Recommend stocking 48 units of Accessories (Forever21, Gray) for Summer season. Current demand is Low Demand with a customer rating of 2.3/5."
FB000206,Accessories,Banana Republic,Winter,Unknown,Red,54.45,0.0,54.45,2025-08-06,12,2.7,False,No Return,8,2025,Medium Demand,27,"Season: Winter, Category: Accessories, Brand: Banana Republic, Color: Red, Price: 54.45, Rating: 2.7, Markdown: 0.0%, Demand: Medium Demand","Recommend stocking 27 units of Accessories (Banana Republic, Red) for Winter season. Current demand is Medium Demand with a customer rating of 2.7/5."
FB000207,Tops,Mango,Spring,M,Green,66.95,36.4,42.58,2024-09-28,44,1.9,True,Quality Issue,9,2024,Low Demand,49,"Season: Spring, Category: Tops, Brand: Mango, Color: Green, Price: 42.58, Rating: 1.9, Markdown: 36.4%, Demand: Low Demand","Recommend stocking 49 units of Tops (Mango, Green) for Spring season. Current demand is Low Demand with a customer rating of 1.9/5."
FB000208,Tops,Ann Taylor,Spring,XL,Beige,116.96,8.8,106.67,2025-04-29,33,1.6,False,No Return,4,2025,Low Demand,38,"Season: Spring, Category: Tops, Brand: Ann Taylor, Color: Beige, Price: 106.67, Rating: 1.6, Markdown: 8.8%, Demand: Low Demand","Recommend stocking 38 units of Tops (Ann Taylor, Beige) for Spring season. Current demand is Low Demand with a customer rating of 1.6/5."
FB000209,Tops,Forever21,Fall,XXL,Pink,111.14,0.0,111.14,2025-08-06,49,1.6,False,No Return,8,2025,Low Demand,54,"Season: Fall, Category: Tops, Brand: Forever21, Color: Pink, Price: 111.14, Rating: 1.6, Markdown: 0.0%, Demand: Low Demand","Recommend stocking 54 units of Tops (Forever21, Pink) for Fall season. Current demand is Low Demand with a customer rating of 1.6/5."
FB000210,Tops,Banana Republic,Fall,XS,Blue,59.6,0.0,59.6,2025-08-06,40,2.1,False,No Return,8,2025,Low Demand,45,"Season: Fall, Category: Tops, Brand: Banana Republic, Color: Blue, Price: 59.60, Rating: 2.1, Markdown: 0.0%, Demand: Low Demand","Recommend stocking 45 units of Tops (Banana Republic, Blue) for Fall season. Current demand is Low Demand with a customer rating of 2.1/5."
FB000211,Tops,Ann Taylor,Spring,S,Gray,25.49,16.7,21.23,2025-05-23,32,3.0,False,No Return,5,2025,Low Demand,37,"Season: Spring, Category: Tops, Brand: Ann Taylor, Color: Gray, Price: 21.23, Rating: 3.0, Markdown: 16.7%, Demand: Low Demand","Recommend stocking 37 units of Tops (Ann Taylor, Gray) for Spring season. Current demand is Low Demand with a customer rating of 3.0/5."
FB000212,Tops,Zara,Spring,M,Black,82.94,0.0,82.94,2025-07-17,46,1.5,False,No Return,7,2025,Low Demand,51,"Season: Spring, Category: Tops, Brand: Zara, Color: Black, Price: 82.94, Rating: 1.5, Markdown: 0.0%, Demand: Low Demand","Recommend stocking 51 units of Tops (Zara, Black) for Spring season. Current demand is Low Demand with a customer rating of 1.5/5."
FB000213,Tops,Uniqlo,Spring,L,Blue,99.71,0.0,99.71,2024-08-21,23,1.4,False,No Return,8,2024,Medium Demand,38,"Season: Spring, Category: Tops, Brand: Uniqlo, Color: Blue, Price: 99.71, Rating: 1.4, Markdown: 0.0%, Demand: Medium Demand","Recommend stocking 38 units of Tops (Uniqlo, Blue) for Spring season. Current demand is Medium Demand with a customer rating of 1.4/5."
FB000214,Accessories,Banana Republic,Fall,Unknown,Black,69.74,0.0,69.74,2025-08-06,11,3.3,True,Changed Mind,8,2025,Medium Demand,26,"Season: Fall, Category: Accessories, Brand: Banana Republic, Color: Black, Price: 69.74, Rating: 3.3, Markdown: 0.0%, Demand: Medium Demand","Recommend stocking 26 units of Accessories (Banana Republic, Black) for Fall season. Current demand is Medium Demand with a customer rating of 3.3/5."
FB000215,Bottoms,H&M,Summer,XXL,Green,57.19,0.0,57.19,2025-08-06,12,2.5,False,No Return,8,2025,Medium Demand,27,"Season: Summer, Category: Bottoms, Brand: H&M, Color: Green, Price: 57.19, Rating: 2.5, Markdown: 0.0%, Demand: Medium Demand","Recommend stocking 27 units of Bottoms (H&M, Green) for Summer season. Current demand is Medium Demand with a customer rating of 2.5/5."
FB000216,Tops,H&M,Summer,XXL,Red,58.65,0.0,58.65,2025-08-06,4,1.1,False,No Return,8,2025,High Demand,34,"Season: Summer, Category: Tops, Brand: H&M, Color: Red, Price: 58.65, Rating: 1.1, Markdown: 0.0%, Demand: High Demand","Recommend stocking 34 units of Tops (H&M, Red) for Summer season. Current demand is High Demand with a customer rating of 1.1/5."
FB000217,Outerwear,Uniqlo,Fall,XL,Pink,110.22,0.0,110.22,2025-08-06,4,1.6,False,No Return,8,2025,High Demand,34,"Season: Fall, Category: Outerwear, Brand: Uniqlo, Color: Pink, Price: 110.22, Rating: 1.6, Markdown: 0.0%, Demand: High Demand","Recommend stocking 34 units of Outerwear (Uniqlo, Pink) for Fall season. Current demand is High Demand with a customer rating of 1.6/5."
FB000218,Tops,Zara,Summer,XXL,Pink,69.36,0.0,69.36,2025-08-06,25,3.0,False,No Return,8,2025,Medium Demand,40,"Season: Summer, Category: Tops, Brand: Zara, Color: Pink, Price: 69.36, Rating: 3.0, Markdown: 0.0%, Demand: Medium Demand","Recommend stocking 40 units of Tops (Zara, Pink) for Summer season. Current demand is Medium Demand with a customer rating of 3.0/5."
FB000219,Bottoms,Zara,Winter,S,Black,87.03,0.0,87.03,2025-08-06,39,4.3,False,No Return,8,2025,Low Demand,44,"Season: Winter, Category: Bottoms, Brand: Zara, Color: Black, Price: 87.03, Rating: 4.3, Markdown: 0.0%, Demand: Low Demand","Recommend stocking 44 units of Bottoms (Zara, Black) for Winter season. Current demand is Low Demand with a customer rating of 4.3/5."
FB000220,Dresses,Zara,Winter,XXL,Brown,160.6,18.4,131.05,2025-08-06,41,3.0,False,No Return,8,2025,Low Demand,46,"Season: Winter, Category: Dresses, Brand: Zara, Color: Brown, Price: 131.05, Rating: 3.0, Markdown: 18.4%, Demand: Low Demand","Recommend stocking 46 units of Dresses (Zara, Brown) for Winter season. Current demand is Low Demand with a customer rating of 3.0/5."
FB000221,Outerwear,H&M,Spring,XS,Purple,167.02,0.0,167.02,2025-01-30,26,2.6,True,Size Issue,1,2025,Medium Demand,41,"Season: Spring, Category: Outerwear, Brand: H&M, Color: Purple, Price: 167.02, Rating: 2.6, Markdown: 0.0%, Demand: Medium Demand","Recommend stocking 41 units of Outerwear (H&M, Purple) for Spring season. Current demand is Medium Demand with a customer rating of 2.6/5."
FB000222,Tops,Zara,Summer,XXL,Gray,26.09,0.0,26.09,2025-08-06,32,4.6,True,Damaged,8,2025,Low Demand,37,"Season: Summer, Category: Tops, Brand: Zara, Color: Gray, Price: 26.09, Rating: 4.6, Markdown: 0.0%, Demand: Low Demand","Recommend stocking 37 units of Tops (Zara, Gray) for Summer season. Current demand is Low Demand with a customer rating of 4.6/5."
FB000223,Outerwear,H&M,Summer,XL,Brown,246.65,0.0,246.65,2025-08-06,17,2.9,True,Damaged,8,2025,Medium Demand,32,"Season: Summer, Category: Outerwear, Brand: H&M, Color: Brown, Price: 246.65, Rating: 2.9, Markdown: 0.0%, Demand: Medium Demand","Recommend stocking 32 units of Outerwear (H&M, Brown) for Summer season. Current demand is Medium Demand with a customer rating of 2.9/5."
